Date,Sales,Year,Month,Day,DayOfWeek,Is_Weekend
2021-06-20,232.79173269432096,2021,6,20,6,1
2021-06-21,242.3088891154035,2021,6,21,0,0
2021-06-22,270.1258561842888,2021,6,22,1,0
2021-06-23,238.46216260953702,2021,6,23,2,0
2021-06-24,266.7138422413028,2021,6,24,3,0
2021-06-25,227.40586290684763,2021,6,25,4,0
2021-06-26,260.5960835583057,2021,6,26,5,1
2021-06-27,278.831372413158,2021,6,27,6,1
2021-06-28,200.56710999745422,2021,6,28,0,0
2021-06-29,234.06209489059046,2021,6,29,1,0
2021-06-30,261.5414425436108,2021,6,30,2,0
2021-07-01,220.93909227914014,2021,7,1,3,0
2021-07-02,232.42291746742617,2021,7,2,4,0
2021-07-03,212.9202962656836,2021,7,3,5,1
2021-07-04,226.731795749458,2021,7,4,6,1
2021-07-05,221.88645529215842,2021,7,5,0,0
2021-07-06,248.35564123319614,2021,7,6,1,0
2021-07-07,230.08841686602426,2021,7,7,2,0
2021-07-08,231.75205324150403,2021,7,8,3,0
2021-07-09,216.76246067755065,2021,7,9,4,0
2021-07-10,215.24787551855013,2021,7,10,5,1
2021-07-11,216.3488362436076,2021,7,11,6,1
2021-07-12,232.88904284756595,2021,7,12,0,0
2021-07-13,216.58031038359474,2021,7,13,1,0
2021-07-14,230.79549713792827,2021,7,14,2,0
2021-07-15,266.50801597290877,2021,7,15,3,0
2021-07-16,242.42249406863385,2021,7,16,4,0
2021-07-17,218.47952935664318,2021,7,17,5,1
2021-07-18,249.0242784432789,2021,7,18,6,1
2021-07-19,216.83849253956896,2021,7,19,0,0
2021-07-20,184.2375092964429,2021,7,20,1,0
2021-07-21,204.8382737816519,2021,7,21,2,0
2021-07-22,187.5841615794829,2021,7,22,3,0
2021-07-23,217.96973031917383,2021,7,23,4,0
2021-07-24,225.36836758379104,2021,7,24,5,1
2021-07-25,258.52874624550566,2021,7,25,6,1
2021-07-26,231.53854747528325,2021,7,26,0,0
2021-07-27,220.6179894238227,2021,7,27,1,0
2021-07-28,241.5881116236698,2021,7,28,2,0
2021-07-29,180.7772938198423,2021,7,29,3,0
2021-07-30,229.7122911621713,2021,7,30,4,0
2021-07-31,240.41730387773933,2021,7,31,5,1
2021-08-01,177.12700489518124,2021,8,1,6,1
2021-08-02,229.57381067491667,2021,8,2,0,0
2021-08-03,213.46865796066635,2021,8,3,1,0
2021-08-04,198.39297153276206,2021,8,4,2,0
2021-08-05,219.35436713290377,2021,8,5,3,0
2021-08-06,252.112586966866,2021,8,6,4,0
2021-08-07,210.33605491194797,2021,8,7,5,1
2021-08-08,211.6631415367848,2021,8,8,6,1
2021-08-09,197.51151181997318,2021,8,9,0,0
2021-08-10,189.70184242148224,2021,8,10,1,0
2021-08-11,223.305446141663,2021,8,11,2,0
2021-08-12,189.57705329260074,2021,8,12,3,0
2021-08-13,208.1300545551659,2021,8,13,4,0
2021-08-14,197.14558087547573,2021,8,14,5,1
2021-08-15,216.2783263257059,2021,8,15,6,1
2021-08-16,213.37197191651705,2021,8,16,0,0
2021-08-17,227.44952869593607,2021,8,17,1,0
2021-08-18,196.49840183368315,2021,8,18,2,0
2021-08-19,201.30123110491064,2021,8,19,3,0
2021-08-20,187.12345549513194,2021,8,20,4,0
2021-08-21,197.81286460925585,2021,8,21,5,1
2021-08-22,214.24473967167512,2021,8,22,6,1
2021-08-23,221.8385021436851,2021,8,23,0,0
2021-08-24,188.25542332722557,2021,8,24,1,0
2021-08-25,224.09084821289127,2021,8,25,2,0
2021-08-26,233.8114869868771,2021,8,26,3,0
2021-08-27,214.9674278752521,2021,8,27,4,0
2021-08-28,244.2346460619394,2021,8,28,5,1
2021-08-29,191.22294582870663,2021,8,29,6,1
2021-08-30,181.80563574454973,2021,8,30,0,0
2021-08-31,171.1243248326925,2021,8,31,1,0
2021-09-01,229.92088622978366,2021,9,1,2,0
2021-09-02,213.08731312708116,2021,9,2,3,0
2021-09-03,198.88830658179089,2021,9,3,4,0
2021-09-04,205.5993725263964,2021,9,4,5,1
2021-09-05,177.49021905403248,2021,9,5,6,1
2021-09-06,248.91503959233654,2021,9,6,0,0
2021-09-07,202.58442363950456,2021,9,7,1,0
2021-09-08,202.18789589209786,2021,9,8,2,0
2021-09-09,214.51533247797383,2021,9,9,3,0
2021-09-10,209.62018463473427,2021,9,10,4,0
2021-09-11,204.47768048558262,2021,9,11,5,1
2021-09-12,184.19051089109377,2021,9,12,6,1
2021-09-13,209.4293671427199,2021,9,13,0,0
2021-09-14,237.6404899295007,2021,9,14,1,0
2021-09-15,226.90840092309955,2021,9,15,2,0
2021-09-16,231.86373253278794,2021,9,16,3,0
2021-09-17,189.7756864713763,2021,9,17,4,0
2021-09-18,180.2079035948284,2021,9,18,5,1
2021-09-19,197.48426159800704,2021,9,19,6,1
2021-09-20,201.1144982457739,2021,9,20,0,0
2021-09-21,221.88383036941897,2021,9,21,1,0
2021-09-22,166.1507074057036,2021,9,22,2,0
2021-09-23,230.59100638921228,2021,9,23,3,0
2021-09-24,196.8398420284202,2021,9,24,4,0
2021-09-25,191.4623786010516,2021,9,25,5,1
2021-09-26,179.75791249479664,2021,9,26,6,1
2021-09-27,166.9028665626846,2021,9,27,0,0
2021-09-28,216.46341167923828,2021,9,28,1,0
2021-09-29,201.4663593437681,2021,9,29,2,0
2021-09-30,174.20078200517892,2021,9,30,3,0
2021-10-01,180.79715436950573,2021,10,1,4,0
2021-10-02,199.98303582497547,2021,10,2,5,1
2021-10-03,240.0791603165659,2021,10,3,6,1
2021-10-04,201.50690278350595,2021,10,4,0,0
2021-10-05,176.63587074841593,2021,10,5,1,0
2021-10-06,201.78386852905916,2021,10,6,2,0
2021-10-07,201.24425841582465,2021,10,7,3,0
2021-10-08,152.76099695194662,2021,10,8,4,0
2021-10-09,205.61283248042182,2021,10,9,5,1
2021-10-10,202.08003920660448,2021,10,10,6,1
2021-10-11,220.6228571070464,2021,10,11,0,0
2021-10-12,243.67785170968494,2021,10,12,1,0
2021-10-13,229.2300304017332,2021,10,13,2,0
2021-10-14,201.32095599968144,2021,10,14,3,0
2021-10-15,184.56821163594464,2021,10,15,4,0
2021-10-16,258.16592587577526,2021,10,16,5,1
2021-10-17,207.8830984910678,2021,10,17,6,1
2021-10-18,206.97731564903697,2021,10,18,0,0
2021-10-19,206.21622806857798,2021,10,19,1,0
2021-10-20,210.66042502613516,2021,10,20,2,0
2021-10-21,203.8115215722992,2021,10,21,3,0
2021-10-22,195.2254896731733,2021,10,22,4,0
2021-10-23,195.76155098597022,2021,10,23,5,1
2021-10-24,206.04366440645808,2021,10,24,6,1
2021-10-25,195.83023438810275,2021,10,25,0,0
2021-10-26,192.44181415723477,2021,10,26,1,0
2021-10-27,208.82733436461598,2021,10,27,2,0
2021-10-28,201.59918546236094,2021,10,28,3,0
2021-10-29,236.77858958243183,2021,10,29,4,0
2021-10-30,153.6793336429178,2021,10,30,5,1
2021-10-31,228.52886684922728,2021,10,31,6,1
2021-11-01,249.92170384995256,2021,11,1,0,0
2021-11-02,183.53219535183698,2021,11,2,1,0
2021-11-03,218.146248118393,2021,11,3,2,0
2021-11-04,217.57118268008415,2021,11,4,3,0
2021-11-05,196.84976610564354,2021,11,5,4,0
2021-11-06,209.44366624818247,2021,11,6,5,1
2021-11-07,202.7884830906834,2021,11,7,6,1
2021-11-08,260.0454088684724,2021,11,8,0,0
2021-11-09,243.7135678629492,2021,11,9,1,0
2021-11-10,250.43110189988315,2021,11,10,2,0
2021-11-11,239.43344128086468,2021,11,11,3,0
2021-11-12,202.4189645756554,2021,11,12,4,0
2021-11-13,214.5095946744045,2021,11,13,5,1
2021-11-14,234.78749122455832,2021,11,14,6,1
2021-11-15,200.55744382216108,2021,11,15,0,0
2021-11-16,239.25996860344773,2021,11,16,1,0
2021-11-17,220.19349203683728,2021,11,17,2,0
2021-11-18,217.503583849008,2021,11,18,3,0
2021-11-19,239.2191993640698,2021,11,19,4,0
2021-11-20,233.88526622972077,2021,11,20,5,1
2021-11-21,217.78067668361837,2021,11,21,6,1
2021-11-22,248.18659606728494,2021,11,22,0,0
2021-11-23,203.37873344800204,2021,11,23,1,0
2021-11-24,237.31871213888525,2021,11,24,2,0
2021-11-25,236.86202515936765,2021,11,25,3,0
2021-11-26,218.80907121372016,2021,11,26,4,0
2021-11-27,231.52266044484233,2021,11,27,5,1
2021-11-28,199.9777284722939,2021,11,28,6,1
2021-11-29,243.48054038413798,2021,11,29,0,0
2021-11-30,221.3019572711402,2021,11,30,1,0
2021-12-01,239.5455395896192,2021,12,1,2,0
2021-12-02,270.9801845167378,2021,12,2,3,0
2021-12-03,235.9131261891448,2021,12,3,4,0
2021-12-04,221.83077407272881,2021,12,4,5,1
2021-12-05,218.86741652952193,2021,12,5,6,1
2021-12-06,262.1201990269128,2021,12,6,0,0
2021-12-07,224.39141295007434,2021,12,7,1,0
2021-12-08,285.0958836396873,2021,12,8,2,0
2021-12-09,208.36141184232557,2021,12,9,3,0
2021-12-10,283.92912736580075,2021,12,10,4,0
2021-12-11,254.22034934405238,2021,12,11,5,1
2021-12-12,248.06573776259216,2021,12,12,6,1
2021-12-13,239.101618263821,2021,12,13,0,0
2021-12-14,257.98272228704144,2021,12,14,1,0
2021-12-15,249.24730595150302,2021,12,15,2,0
2021-12-16,272.0660376403304,2021,12,16,3,0
2021-12-17,252.2845529732408,2021,12,17,4,0
2021-12-18,253.00603522923754,2021,12,18,5,1
2021-12-19,242.72775575572288,2021,12,19,6,1
2021-12-20,248.86108752557865,2021,12,20,0,0
2021-12-21,256.1560353778412,2021,12,21,1,0
2021-12-22,215.7966321468675,2021,12,22,2,0
2021-12-23,223.03629155788573,2021,12,23,3,0
2021-12-24,264.8652818804543,2021,12,24,4,0
2021-12-25,253.41730876255883,2021,12,25,5,1
2021-12-26,246.3203332729464,2021,12,26,6,1
2021-12-27,250.36867866130785,2021,12,27,0,0
2021-12-28,256.9516341072334,2021,12,28,1,0
2021-12-29,239.20480639381276,2021,12,29,2,0
2021-12-30,234.43390549195374,2021,12,30,3,0
2021-12-31,253.91690510195363,2021,12,31,4,0
2022-01-01,305.43254444769934,2022,1,1,5,1
2022-01-02,333.16505511428943,2022,1,2,6,1
2022-01-03,290.94832791524317,2022,1,3,0,0
2022-01-04,345.5831127465129,2022,1,4,1,0
2022-01-05,334.45194964826084,2022,1,5,2,0
2022-01-06,330.1205946862775,2022,1,6,3,0
2022-01-07,344.6538196789103,2022,1,7,4,0
2022-01-08,358.30948888925155,2022,1,8,5,1
2022-01-09,345.2874013003626,2022,1,9,6,1
2022-01-10,288.1825153733671,2022,1,10,0,0
2022-01-11,299.408460665286,2022,1,11,1,0
2022-01-12,312.5036284460864,2022,1,12,2,0
2022-01-13,325.5218210042167,2022,1,13,3,0
2022-01-14,335.35318040938245,2022,1,14,4,0
2022-01-15,310.4851237369307,2022,1,15,5,1
2022-01-16,328.7353352895416,2022,1,16,6,1
2022-01-17,309.89234135293356,2022,1,17,0,0
2022-01-18,312.769643940161,2022,1,18,1,0
2022-01-19,296.86677806303555,2022,1,19,2,0
2022-01-20,306.5353350777819,2022,1,20,3,0
2022-01-21,297.96630788767334,2022,1,21,4,0
2022-01-22,305.4825349404533,2022,1,22,5,1
2022-01-23,346.0728359321568,2022,1,23,6,1
2022-01-24,306.01202222336116,2022,1,24,0,0
2022-01-25,377.6476412967478,2022,1,25,1,0
2022-01-26,334.8663580176178,2022,1,26,2,0
2022-01-27,328.69672247389747,2022,1,27,3,0
2022-01-28,307.8328443963757,2022,1,28,4,0
2022-01-29,339.0061975881798,2022,1,29,5,1
2022-01-30,313.4872434752445,2022,1,30,6,1
2022-01-31,327.4401962929072,2022,1,31,0,0
2022-02-01,394.5029609545978,2022,2,1,1,0
2022-02-02,341.38007219472894,2022,2,2,2,0
2022-02-03,366.28673671493544,2022,2,3,3,0
2022-02-04,329.2377416867042,2022,2,4,4,0
2022-02-05,342.6015003792827,2022,2,5,5,1
2022-02-06,378.71728290193215,2022,2,6,6,1
2022-02-07,330.76192903346663,2022,2,7,0,0
2022-02-08,379.5502413491605,2022,2,8,1,0
2022-02-09,357.4563088983315,2022,2,9,2,0
2022-02-10,332.0519346713366,2022,2,10,3,0
2022-02-11,355.94942497033236,2022,2,11,4,0
2022-02-12,362.75235918175656,2022,2,12,5,1
2022-02-13,355.7374694335659,2022,2,13,6,1
2022-02-14,311.89677579141284,2022,2,14,0,0
2022-02-15,328.7585266727246,2022,2,15,1,0
2022-02-16,338.3508974781919,2022,2,16,2,0
2022-02-17,341.81260160722104,2022,2,17,3,0
2022-02-18,355.7147121402355,2022,2,18,4,0
2022-02-19,346.85529020788704,2022,2,19,5,1
2022-02-20,316.59438301501996,2022,2,20,6,1
2022-02-21,350.9052272093412,2022,2,21,0,0
2022-02-22,355.5129850948984,2022,2,22,1,0
2022-02-23,354.4970791478427,2022,2,23,2,0
2022-02-24,364.91688470031437,2022,2,24,3,0
2022-02-25,359.97971328020003,2022,2,25,4,0
2022-02-26,352.4848717737907,2022,2,26,5,1
2022-02-27,341.897955960049,2022,2,27,6,1
2022-02-28,310.0820515189021,2022,2,28,0,0
2022-03-01,358.59236438265174,2022,3,1,1,0
2022-03-02,354.1537537432622,2022,3,2,2,0
2022-03-03,355.43157674390744,2022,3,3,3,0
2022-03-04,324.4650284835938,2022,3,4,4,0
2022-03-05,328.3788691918347,2022,3,5,5,1
2022-03-06,371.0630570666581,2022,3,6,6,1
2022-03-07,349.2088969228669,2022,3,7,0,0
2022-03-08,363.6300139474525,2022,3,8,1,0
2022-03-09,350.5663675226092,2022,3,9,2,0
2022-03-10,350.5951227899149,2022,3,10,3,0
2022-03-11,368.76567611952,2022,3,11,4,0
2022-03-12,339.6791054356525,2022,3,12,5,1
2022-03-13,351.9224155388197,2022,3,13,6,1
2022-03-14,340.7544942258992,2022,3,14,0,0
2022-03-15,341.31007545135367,2022,3,15,1,0
2022-03-16,343.8165575306272,2022,3,16,2,0
2022-03-17,354.44267543267426,2022,3,17,3,0
2022-03-18,340.4250275667305,2022,3,18,4,0
2022-03-19,375.1151225114704,2022,3,19,5,1
2022-03-20,332.1078539556099,2022,3,20,6,1
2022-03-21,346.2625671167728,2022,3,21,0,0
2022-03-22,341.2053788345165,2022,3,22,1,0
2022-03-23,378.9395576870747,2022,3,23,2,0
2022-03-24,353.9310955302315,2022,3,24,3,0
2022-03-25,370.63689078937267,2022,3,25,4,0
2022-03-26,320.28879253926056,2022,3,26,5,1
2022-03-27,355.34100531738517,2022,3,27,6,1
2022-03-28,367.79261591246876,2022,3,28,0,0
2022-03-29,351.6456797855085,2022,3,29,1,0
2022-03-30,371.309607501307,2022,3,30,2,0
2022-03-31,339.65423099799256,2022,3,31,3,0
2022-04-01,371.4882189929335,2022,4,1,4,0
2022-04-02,389.27923266160695,2022,4,2,5,1
2022-04-03,336.0444989804288,2022,4,3,6,1
2022-04-04,334.3912197612065,2022,4,4,0,0
2022-04-05,372.36895973157596,2022,4,5,1,0
2022-04-06,374.8927131038362,2022,4,6,2,0
2022-04-07,332.8440696461566,2022,4,7,3,0
2022-04-08,334.8975338473048,2022,4,8,4,0
2022-04-09,337.6655780120118,2022,4,9,5,1
2022-04-10,316.41225996853643,2022,4,10,6,1
2022-04-11,324.928231259538,2022,4,11,0,0
2022-04-12,323.2184548541806,2022,4,12,1,0
2022-04-13,327.94531888713936,2022,4,13,2,0
2022-04-14,342.60757244148635,2022,4,14,3,0
2022-04-15,347.98556483995236,2022,4,15,4,0
2022-04-16,374.3112800455035,2022,4,16,5,1
2022-04-17,323.3341893744461,2022,4,17,6,1
2022-04-18,362.98771815875364,2022,4,18,0,0
2022-04-19,339.0214933047118,2022,4,19,1,0
2022-04-20,342.31199599617327,2022,4,20,2,0
2022-04-21,356.797660032554,2022,4,21,3,0
2022-04-22,320.84682975797597,2022,4,22,4,0
2022-04-23,350.94946511290294,2022,4,23,5,1
2022-04-24,346.6303143534831,2022,4,24,6,1
2022-04-25,353.15029546938496,2022,4,25,0,0
2022-04-26,349.0846430673783,2022,4,26,1,0
2022-04-27,392.40727298743985,2022,4,27,2,0
2022-04-28,330.5464705041956,2022,4,28,3,0
2022-04-29,332.6813310891856,2022,4,29,4,0
2022-04-30,330.83845966072664,2022,4,30,5,1
2022-05-01,313.8904576167949,2022,5,1,6,1
2022-05-02,312.2522574538697,2022,5,2,0,0
2022-05-03,348.78033062215104,2022,5,3,1,0
2022-05-04,353.4100849597971,2022,5,4,2,0
2022-05-05,313.58507412501046,2022,5,5,3,0
2022-05-06,308.3528885379154,2022,5,6,4,0
2022-05-07,334.4283111277281,2022,5,7,5,1
2022-05-08,313.9555391143806,2022,5,8,6,1
2022-05-09,337.6586363551102,2022,5,9,0,0
2022-05-10,329.05846041702597,2022,5,10,1,0
2022-05-11,294.68511770005534,2022,5,11,2,0
2022-05-12,355.95010402660125,2022,5,12,3,0
2022-05-13,360.9175534619104,2022,5,13,4,0
2022-05-14,312.74422619031225,2022,5,14,5,1
2022-05-15,317.2459688012803,2022,5,15,6,1
2022-05-16,330.7173078144981,2022,5,16,0,0
2022-05-17,331.6891357997405,2022,5,17,1,0
2022-05-18,338.1708854534566,2022,5,18,2,0
2022-05-19,365.204090775327,2022,5,19,3,0
2022-05-20,321.46105545011903,2022,5,20,4,0
2022-05-21,309.0340551092309,2022,5,21,5,1
2022-05-22,297.4136154397095,2022,5,22,6,1
2022-05-23,310.3813992011616,2022,5,23,0,0
2022-05-24,324.33746054252407,2022,5,24,1,0
2022-05-25,360.89115727035573,2022,5,25,2,0
2022-05-26,314.6477740192766,2022,5,26,3,0
2022-05-27,329.47575903277794,2022,5,27,4,0
2022-05-28,324.671542078545,2022,5,28,5,1
2022-05-29,348.7678654689617,2022,5,29,6,1
2022-05-30,375.53864851747244,2022,5,30,0,0
2022-05-31,314.3826245415936,2022,5,31,1,0
2022-06-01,290.2112111496356,2022,6,1,2,0
2022-06-02,320.88321754138144,2022,6,2,3,0
2022-06-03,313.63782979252625,2022,6,3,4,0
2022-06-04,336.9341465147207,2022,6,4,5,1
2022-06-05,311.6785637065193,2022,6,5,6,1
2022-06-06,292.8141581842588,2022,6,6,0,0
2022-06-07,311.8130966138462,2022,6,7,1,0
2022-06-08,322.1740716116582,2022,6,8,2,0
2022-06-09,316.40964362394726,2022,6,9,3,0
2022-06-10,310.14548062214595,2022,6,10,4,0
2022-06-11,321.3334937917831,2022,6,11,5,1
2022-06-12,323.3859118089135,2022,6,12,6,1
2022-06-13,327.64317982075056,2022,6,13,0,0
2022-06-14,312.9741977517929,2022,6,14,1,0
2022-06-15,296.6576383936629,2022,6,15,2,0
2022-06-16,302.9342737286665,2022,6,16,3,0
2022-06-17,324.13017933016715,2022,6,17,4,0
2022-06-18,283.66128658025525,2022,6,18,5,1
2022-06-19,307.373466177458,2022,6,19,6,1
2022-06-20,292.1332237534528,2022,6,20,0,0
2022-06-21,300.57489645869634,2022,6,21,1,0
2022-06-22,325.56903725214596,2022,6,22,2,0
2022-06-23,303.82198136039807,2022,6,23,3,0
2022-06-24,300.928730963123,2022,6,24,4,0
2022-06-25,272.8028771804016,2022,6,25,5,1
2022-06-26,314.9250713205444,2022,6,26,6,1
2022-06-27,312.9096836228215,2022,6,27,0,0
2022-06-28,343.2650944661092,2022,6,28,1,0
2022-06-29,293.84443530094,2022,6,29,2,0
2022-06-30,304.3830065532788,2022,6,30,3,0
2022-07-01,279.9876736742151,2022,7,1,4,0
2022-07-02,306.5490655952695,2022,7,2,5,1
2022-07-03,273.09408935226094,2022,7,3,6,1
2022-07-04,280.58043051540676,2022,7,4,0,0
2022-07-05,287.1579301943308,2022,7,5,1,0
2022-07-06,278.7321824631272,2022,7,6,2,0
2022-07-07,266.07132770898943,2022,7,7,3,0
2022-07-08,278.88179985796614,2022,7,8,4,0
2022-07-09,296.4726349971954,2022,7,9,5,1
2022-07-10,254.46969401177878,2022,7,10,6,1
2022-07-11,277.6593934829375,2022,7,11,0,0
2022-07-12,260.9975837012165,2022,7,12,1,0
2022-07-13,298.90093257849685,2022,7,13,2,0
2022-07-14,244.5362619043245,2022,7,14,3,0
2022-07-15,263.82156305456823,2022,7,15,4,0
2022-07-16,282.5442375012904,2022,7,16,5,1
2022-07-17,306.3104805846868,2022,7,17,6,1
2022-07-18,273.6849947785403,2022,7,18,0,0
2022-07-19,263.89600946613604,2022,7,19,1,0
2022-07-20,312.6231413888118,2022,7,20,2,0
2022-07-21,246.03972199167512,2022,7,21,3,0
2022-07-22,231.02388086759836,2022,7,22,4,0
2022-07-23,283.80028900106663,2022,7,23,5,1
2022-07-24,264.9589155129478,2022,7,24,6,1
2022-07-25,254.57534365738573,2022,7,25,0,0
2022-07-26,289.1671289459871,2022,7,26,1,0
2022-07-27,279.876014275424,2022,7,27,2,0
2022-07-28,263.71842738526544,2022,7,28,3,0
2022-07-29,249.39391202658211,2022,7,29,4,0
2022-07-30,292.4491465656029,2022,7,30,5,1
2022-07-31,288.0040235591732,2022,7,31,6,1
2022-08-01,254.71521253519046,2022,8,1,0,0
2022-08-02,293.63146973173144,2022,8,2,1,0
2022-08-03,235.29703448425505,2022,8,3,2,0
2022-08-04,226.18822639228333,2022,8,4,3,0
2022-08-05,242.8605684131532,2022,8,5,4,0
2022-08-06,255.78700948366816,2022,8,6,5,1
2022-08-07,261.56551879723196,2022,8,7,6,1
2022-08-08,251.87400865365152,2022,8,8,0,0
2022-08-09,263.73983774106404,2022,8,9,1,0
2022-08-10,231.6679413269692,2022,8,10,2,0
2022-08-11,285.5740218922433,2022,8,11,3,0
2022-08-12,255.05570624292673,2022,8,12,4,0
2022-08-13,279.0446464425407,2022,8,13,5,1
2022-08-14,263.5532367383322,2022,8,14,6,1
2022-08-15,265.8337941938538,2022,8,15,0,0
2022-08-16,268.0940754154222,2022,8,16,1,0
2022-08-17,265.6529010111244,2022,8,17,2,0
2022-08-18,269.553185008129,2022,8,18,3,0
2022-08-19,283.28178041342676,2022,8,19,4,0
2022-08-20,260.6291532048075,2022,8,20,5,1
2022-08-21,270.8788049625484,2022,8,21,6,1
2022-08-22,254.90401592503358,2022,8,22,0,0
2022-08-23,285.50107411976757,2022,8,23,1,0
2022-08-24,243.1708837695927,2022,8,24,2,0
2022-08-25,292.7175384689944,2022,8,25,3,0
2022-08-26,255.89557079789122,2022,8,26,4,0
2022-08-27,228.08322776841715,2022,8,27,5,1
2022-08-28,259.2608181089939,2022,8,28,6,1
2022-08-29,243.0776966612805,2022,8,29,0,0
2022-08-30,273.51160079055256,2022,8,30,1,0
2022-08-31,243.6462502247303,2022,8,31,2,0
2022-09-01,241.0763313357044,2022,9,1,3,0
2022-09-02,212.20918538108938,2022,9,2,4,0
2022-09-03,240.95387361501847,2022,9,3,5,1
2022-09-04,201.52241346742088,2022,9,4,6,1
2022-09-05,218.32194353028552,2022,9,5,0,0
2022-09-06,265.20829312288595,2022,9,6,1,0
2022-09-07,265.71600317301665,2022,9,7,2,0
2022-09-08,258.5091512356993,2022,9,8,3,0
2022-09-09,230.66047713741574,2022,9,9,4,0
2022-09-10,249.0457728771604,2022,9,10,5,1
2022-09-11,249.92794921818864,2022,9,11,6,1
2022-09-12,226.83270621614915,2022,9,12,0,0
2022-09-13,280.06796603534303,2022,9,13,1,0
2022-09-14,267.54724581151345,2022,9,14,2,0
2022-09-15,245.58071652340672,2022,9,15,3,0
2022-09-16,250.53771677989062,2022,9,16,4,0
2022-09-17,254.16765615895105,2022,9,17,5,1
2022-09-18,209.16530263151418,2022,9,18,6,1
2022-09-19,245.05645234958806,2022,9,19,0,0
2022-09-20,236.36031504004404,2022,9,20,1,0
2022-09-21,229.9675998021017,2022,9,21,2,0
2022-09-22,244.3779941422809,2022,9,22,3,0
2022-09-23,285.95373053699046,2022,9,23,4,0
2022-09-24,262.8168572253402,2022,9,24,5,1
2022-09-25,238.57642020434406,2022,9,25,6,1
2022-09-26,261.45165562712316,2022,9,26,0,0
2022-09-27,277.98710873172,2022,9,27,1,0
2022-09-28,268.4926736582554,2022,9,28,2,0
2022-09-29,251.19260739840348,2022,9,29,3,0
2022-09-30,237.06126444588853,2022,9,30,4,0
2022-10-01,270.66319608304985,2022,10,1,5,1
2022-10-02,264.56843751921303,2022,10,2,6,1
2022-10-03,274.6025942113327,2022,10,3,0,0
2022-10-04,269.4021658444174,2022,10,4,1,0
2022-10-05,277.6897841171648,2022,10,5,2,0
2022-10-06,245.99402557956668,2022,10,6,3,0
2022-10-07,283.0466111234646,2022,10,7,4,0
2022-10-08,260.65072190462604,2022,10,8,5,1
2022-10-09,298.20394726328334,2022,10,9,6,1
2022-10-10,242.9149734489867,2022,10,10,0,0
2022-10-11,291.41800587408306,2022,10,11,1,0
2022-10-12,260.656945480031,2022,10,12,2,0
2022-10-13,243.6703697384891,2022,10,13,3,0
2022-10-14,247.02101312969162,2022,10,14,4,0
2022-10-15,250.29178364689164,2022,10,15,5,1
2022-10-16,265.1820487388164,2022,10,16,6,1
2022-10-17,267.15543957148805,2022,10,17,0,0
2022-10-18,245.22472973200647,2022,10,18,1,0
2022-10-19,256.2116379655584,2022,10,19,2,0
2022-10-20,299.54413698301533,2022,10,20,3,0
2022-10-21,291.24959321279226,2022,10,21,4,0
2022-10-22,265.4252032042587,2022,10,22,5,1
2022-10-23,257.4587993741421,2022,10,23,6,1
2022-10-24,259.0993563451433,2022,10,24,0,0
2022-10-25,268.9690892653864,2022,10,25,1,0
2022-10-26,236.24287850680994,2022,10,26,2,0
2022-10-27,251.55119906231116,2022,10,27,3,0
2022-10-28,223.32704833322626,2022,10,28,4,0
2022-10-29,264.6831922628836,2022,10,29,5,1
2022-10-30,269.64264860483286,2022,10,30,6,1
2022-10-31,247.03500056479058,2022,10,31,0,0
2022-11-01,306.4797352658006,2022,11,1,1,0
2022-11-02,250.4846867399532,2022,11,2,2,0
2022-11-03,245.7125023958036,2022,11,3,3,0
2022-11-04,279.48903637119946,2022,11,4,4,0
2022-11-05,295.94196605224306,2022,11,5,5,1
2022-11-06,308.67855382915735,2022,11,6,6,1
2022-11-07,265.8223147426212,2022,11,7,0,0
2022-11-08,296.5736166686259,2022,11,8,1,0
2022-11-09,274.22983060998587,2022,11,9,2,0
2022-11-10,271.5474540011836,2022,11,10,3,0
2022-11-11,292.67319874973344,2022,11,11,4,0
2022-11-12,288.0464575682684,2022,11,12,5,1
2022-11-13,243.472156860315,2022,11,13,6,1
2022-11-14,304.5308069945179,2022,11,14,0,0
2022-11-15,302.60182708294906,2022,11,15,1,0
2022-11-16,262.48874596980943,2022,11,16,2,0
2022-11-17,282.9160706687482,2022,11,17,3,0
2022-11-18,284.8806037256548,2022,11,18,4,0
2022-11-19,280.21347531647814,2022,11,19,5,1
2022-11-20,263.9938969230916,2022,11,20,6,1
2022-11-21,261.567532641239,2022,11,21,0,0
2022-11-22,274.4889185801711,2022,11,22,1,0
2022-11-23,298.4545803851873,2022,11,23,2,0
2022-11-24,285.87200309188864,2022,11,24,3,0
2022-11-25,267.5877133582779,2022,11,25,4,0
2022-11-26,290.4339742129669,2022,11,26,5,1
2022-11-27,218.02914758739848,2022,11,27,6,1
2022-11-28,297.9753140074421,2022,11,28,0,0
2022-11-29,240.20572442443802,2022,11,29,1,0
2022-11-30,267.75118117193733,2022,11,30,2,0
2022-12-01,277.6066021074771,2022,12,1,3,0
2022-12-02,274.10637048558186,2022,12,2,4,0
2022-12-03,323.2165357475704,2022,12,3,5,1
2022-12-04,290.6459759737622,2022,12,4,6,1
2022-12-05,306.9300776346143,2022,12,5,0,0
2022-12-06,299.0615884224163,2022,12,6,1,0
2022-12-07,309.5408165444624,2022,12,7,2,0
2022-12-08,301.5364378212051,2022,12,8,3,0
2022-12-09,274.3401555162286,2022,12,9,4,0
